taxa1	taxa2	rhoCut
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Myxococcota;Myxococcia	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Planctomycetota;OM190	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Planctomycetota;Phycisphaerae	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	-1
Bacteria;Bacteria;Chloroflexi;Chloroflexia	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Acidobacteriota;FFCH5909	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Chloroflexi;TK10	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Firmicutes;Negativicutes	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Chloroflexi;KD4-96	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Chloroflexi;TK10	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Firmicutes;Negativicutes	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Nitrospirota;Leptospirillia	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Chloroflexi;Ktedonobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Chloroflexi;P2-11E	Bacteria;Bacteria;Chloroflexi;OLB14	-1
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	-1
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	Bacteria;Bacteria;Bacteroidota;Kapabacteria	-1
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	-1
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	Bacteria;Bacteria;Chloroflexi;Gitt-GS-136	-1
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	Bacteria;Bacteria;Elusimicrobiota;Elusimicrobia	-1
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	Bacteria;Bacteria;Fibrobacterota;Fibrobacteria	-1
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Acidobacteriota;FFCH5909	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Dependentiae;Babeliae	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Bacteroidota;Kapabacteria	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Bacteroidota;Kryptonia	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Chloroflexi;AD3	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Dependentiae;Babeliae	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Myxococcota;Myxococcia	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Patescibacteria;Berkelbacteria	-1
Bacteria;Bacteria;Firmicutes;Bacilli	Bacteria;Bacteria;Planctomycetota;OM190	-1
Bacteria;Bacteria;Firmicutes;Clostridia	Bacteria;Bacteria;Armatimonadota;Armatimonadia	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Acidobacteriota;Holophagae	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Deinococcota;Deinococci	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Elusimicrobiota;Elusimicrobia	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Firmicutes;Negativicutes	Bacteria;Bacteria;Bacteroidota;Ignavibacteria	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Acidobacteriota;AT-s3-28	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Acidobacteriota;Holophagae	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Bacteroidota;Kapabacteria	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Chloroflexi;AD3	-1
Bacteria;Bacteria;Firmicutes;Symbiobacteriia	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	-1
Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes	Bacteria;Bacteria;Planctomycetota;BD7-11	-1
Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	Bacteria;Bacteria;Bacteroidota;Kryptonia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Bacteroidota;Kapabacteria	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Bacteroidota;Kryptonia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Chloroflexi;AD3	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Dependentiae;Babeliae	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Myxococcota;Myxococcia	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Myxococcota;bacteriap25	Bacteria;Bacteria;Planctomycetota;OM190	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Firmicutes;Negativicutes	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Nitrospirota;Leptospirillia	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Myxococcota;Myxococcia	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Patescibacteria;Saccharimonadia	Bacteria;Bacteria;Firmicutes;Limnochordia	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Deinococcota;Deinococci	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Planctomycetota;OM190	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Acidobacteriota;FFCH5909	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Chloroflexi;TK10	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Deinococcota;Deinococci	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Planctomycetota;Phycisphaerae	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Planctomycetota;Planctomycetes	Bacteria;Bacteria;Acidobacteriota;Subgroup 11	-1
Bacteria;Bacteria;Planctomycetota;Planctomycetes	Bacteria;Bacteria;Acidobacteriota;Subgroup 22	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Acidobacteriota;Vicinamibacteria	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Chloroflexi;TK10	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Firmicutes;Negativicutes	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Gemmatimonadota;Gemmatimonadetes	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria;Bacteria;Fibrobacterota;Fibrobacteria	-1
Bacteria;Bacteria;Verrucomicrobiota;Chlamydiae	Bacteria;Bacteria;Armatimonadota;Fimbriimonadia	-1
Bacteria;Bacteria;Verrucomicrobiota;Chlamydiae	Bacteria;Bacteria;Chloroflexi;Anaerolineae	-1
Bacteria;Bacteria;Verrucomicrobiota;Chlamydiae	Bacteria;Bacteria;Patescibacteria;Saccharimonadia	-1
Bacteria;Bacteria;Verrucomicrobiota;Chlamydiae	Bacteria;Bacteria;Sumerlaeota;Sumerlaeia	-1
Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	Bacteria;Bacteria;Bacteroidota;Kapabacteria	-1
Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	-1
Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	Bacteria;Bacteria;Latescibacterota;Latescibacteria	-1
Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	Bacteria;Bacteria;Nitrospirota;4-29-1	-1
Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	Bacteria;Bacteria;Planctomycetota;BD7-11	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Acidobacteriota;Blastocatellia	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Acidobacteriota;FFCH5909	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Acidobacteriota;Subgroup 20	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Chloroflexi;SHA-26	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Chloroflexi;TK10	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Deinococcota;Deinococci	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Firmicutes;Negativicutes	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Nitrospirota;Nitrospiria	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Patescibacteria;Microgenomatia	-1
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	-1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Acidobacteriota;FFCH5909	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Acidobacteriota;Subgroup 20	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Chloroflexi;TK10	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Patescibacteria;Microgenomatia	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Archaea;Archaea;Crenarchaeota;Nitrososphaeria	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Archaea;Archaea;Halobacterota;Methanosarcinia	1
Archaea;Archaea;Nanoarchaeota;Nanoarchaeia	Bacteria;Bacteria;Acidobacteriota;Subgroup 19	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Archaea;Archaea;Crenarchaeota;Nitrososphaeria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Acidobacteriota;Subgroup 25	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;MB-A2-108	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Actinobacteriota;Rubrobacteria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;JG30-KF-CM66	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;SHA-26	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Chloroflexi;TK10	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Firmicutes;Negativicutes	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;Longimicrobia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Gemmatimonadota;S0134 terrestrial group	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Methylomirabilota;Methylomirabilia	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Myxococcota;bacteriap25	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Nitrospirota;Nitrospiria	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Planctomycetota;Pla3 lineage	1
Archaea;Archaea;Thermoplasmatota;Thermoplasmata	Bacteria;Bacteria;Verrucomicrobiota;Omnitrophia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Acidobacteriota;Subgroup 5	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Bacteroidota;Kapabacteria	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;AD3	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;Dehalococcoidia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Chloroflexi;KD4-96	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Dependentiae;Babeliae	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Desulfobacterota;Desulfuromonadia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Latescibacterota;Latescibacteria	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Myxococcota;Myxococcia	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Nitrospirota;4-29-1	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;OM190	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Planctomycetota;Phycisphaerae	1
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	1
Bacteria;Bacteria;Acidobacteriota;AT-s3-28	Archaea;Archaea;Halobacterota;Methanosarcinia	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Archaea;Archaea;Thermoplasmatota;Thermoplasmata	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Holophagae	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Acidobacteriota;Subgroup 11	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Actinobacteriota;Actinobacteria	1
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	Bacteria;Bacteria;Armatimonadota;Chthonomonadetes	1
