ID	drug_name	GDSC	drug_id	protein	x_id	target	beta	fdr	nc_fdr	nc_beta	ppi	r2	tissue	p_corr_protein	p_pval_protein	corr_diff	counts	skew	cancer_gene
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	GLU2B_HUMAN	PRKCSH	"BIRC2;BIRC3;XIAP"	-0,684836736	0,000165708	3,73E-08	-0,721808167	-	0,579682112	Bone	-0,37633323	0,021693113	0,204454577	37	-1,084352179	FALSE
226	GSK1070916	GDSC1	"226;GSK1070916;GDSC1"	PPIH_HUMAN	PPIH	"AURKA;AURKC"	-0,209582766	0,908239503	0,000598784	-0,611280068	-	0,687963558	Bone	-0,704813724	1,60E-06	0,539295965	36	-1,245450739	FALSE
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	RPB3_HUMAN	POLR2C	BCL2	-0,154174735	0,752831337	0,000929687	-0,579925423	2	0,750148631	Lung	-0,329267988	6,38E-06	0,305263194	180	-1,562840054	FALSE
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	PNPT1_HUMAN	PNPT1	"EGFR;ERBB2"	-0,046120137	0,955504043	0,000273394	-0,376112085	-	0,643925693	Kidney	-0,570971444	0,000983675	0,169506717	30	-1,662421068	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PININ_HUMAN	PNN	"BIRC2;BIRC3;XIAP"	-0,605613466	0,03692227	0,070389026	-0,392140746	-	0,579682112	Central Nervous System	-0,512112829	0,000168954	0,288940472	49	-1,084352179	FALSE
94	TGX221	GDSC1	"94;TGX221;GDSC1"	PICAL_HUMAN	PICALM	PIK3CB	-0,118875639	0,389845972	9,56E-08	-0,248892641	2	0,531959313	Central Nervous System	-0,423324432	0,034982652	0,336768749	25	-1,284650311	FALSE
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	PEBP1_HUMAN	PEBP1	BCL2	-0,05120474	0,762971313	0,000414717	-0,173834748	2	0,750148631	Peripheral Nervous System	-0,562711872	0,001207972	0,22267315	30	-1,562840054	FALSE
1982	PLK4_0066	GDSC2	"1982;PLK4_0066;GDSC2"	PA1B3_HUMAN	PAFAH1B3	PLK4	-0,143802588	0,367772974	1,22E-05	-0,255651145	2	0,681746929	Large Intestine	-0,364774369	0,026432845	0,213485404	37	-1,243934668	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	NU153_HUMAN	NUP153	"BIRC2;BIRC3;XIAP"	-0,702425696	0,003874403	5,74E-12	-1,024775513	-	0,579682112	Breast	-0,453881956	0,001533781	0,299529901	46	-1,084352179	FALSE
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	NU153_HUMAN	NUP153	"BIRC2;BIRC3;XIAP"	-0,355939054	0,088225908	1,47E-08	-0,663500047	-	0,430331456	Breast	-0,450206651	0,001692945	0,305102228	46	-2,190857375	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	NU107_HUMAN	NUP107	"BIRC2;BIRC3;XIAP"	-0,603590374	0,017392175	0,000190768	-0,752083692	-	0,579682112	Central Nervous System	-0,46232054	0,000824692	0,193531367	49	-1,084352179	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	NU107_HUMAN	NUP107	"BIRC2;BIRC3;XIAP"	-0,603590374	0,017392175	0,000190768	-0,752083692	-	0,579682112	Skin	-0,280211931	0,040144253	0,188496635	54	-1,084352179	FALSE
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	NKRF_HUMAN	NKRF	"EGFR;ERBB2"	-0,183848299	0,768172688	1,65E-05	-0,451064684	-	0,643925693	Kidney	-0,544895558	0,004853503	0,387268592	25	-1,662421068	FALSE
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	NDUB4_HUMAN	NDUFB4	"EGFR;ERBB2"	-0,100698514	0,803625518	0,000753709	-0,278219405	-	0,564903962	Esophagus	-0,383853235	0,022820535	0,261168488	35	-1,532922624	FALSE
2296	GDC-0879	GDSC2	"2296;GDC-0879;GDSC2"	MYH10_HUMAN	MYH10	BRAF	-0,099963112	0,417072534	7,39E-05	-0,167631726	2	0,515337046	Skin	-0,492315983	0,001076913	0,204615171	41	-1,312485626	FALSE
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MYH10_HUMAN	MYH10	BRAF	-0,122205043	0,160410767	0,00053875	-0,163499938	2	0,59266103	Skin	-0,495047241	0,000190752	0,209528609	52	-1,013673138	FALSE
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	RM53_HUMAN	MRPL53	"EGFR;ERBB2"	-0,144061351	0,828768476	0,000299771	-0,477670401	-	0,643925693	Ovary	-0,317226333	0,049093517	0,228504486	39	-1,662421068	FALSE
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	RM43_HUMAN	MRPL43	"EGFR;ERBB2"	-0,11797524	0,866872796	6,50E-06	-0,579776377	-	0,643925693	Head and Neck	-0,296913241	0,074334102	0,201600805	37	-1,662421068	FALSE
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	RM38_HUMAN	MRPL38	"EGFR;ERBB2"	-0,088381858	0,86877478	1,21E-06	-0,468450966	-	0,564903962	Ovary	-0,386877538	0,013658733	0,320250669	40	-1,532922624	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	KI67_HUMAN	MKI67	"BIRC2;BIRC3;XIAP"	-0,221845468	0,071388388	0,047938856	-0,192864645	-	0,579682112	Central Nervous System	-0,372523399	0,008389724	0,237583396	49	-1,084352179	FALSE
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	MCMBP_HUMAN	MCMBP	BCL2	-0,188621381	0,429539776	0,000441574	-0,363564682	4	0,750148631	Peripheral Nervous System	-0,54224629	0,001965283	0,460664482	30	-1,562840054	FALSE
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	MCMBP_HUMAN	MCMBP	BCL2	-0,188621381	0,429539776	0,000441574	-0,363564682	4	0,750148631	Lung	-0,329513977	3,60E-05	0,288436626	151	-1,562840054	FALSE
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	MCM6_HUMAN	MCM6	BCL2	-0,092471928	0,603790528	0,000928004	-0,233021227	3	0,750148631	Peripheral Nervous System	-0,584024012	0,000703111	0,167066714	30	-1,562840054	FALSE
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	METK2_HUMAN	MAT2A	BRAF	-0,125699338	0,592569455	0,000491171	-0,300608311	4	0,495096161	Ovary	-0,624166426	0,000134774	0,569868738	32	-1,809260826	FALSE
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MAGD2_HUMAN	MAGED2	BRAF	-0,104840318	0,513910742	1,94E-07	-0,374657791	2	0,59266103	Skin	-0,370488302	0,00808579	0,176089896	50	-1,013673138	FALSE
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	LEMD2_HUMAN	LEMD2	"EGFR;ERBB2"	-0,157563233	0,774663056	1,50E-08	-0,482926378	-	0,643925693	Head and Neck	-0,543963982	0,000501512	0,191678939	37	-1,662421068	FALSE
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	LAMB3_HUMAN	LAMB3	"EGFR;ERBB2"	-0,162442671	0,795326271	5,94E-08	-0,397777018	-	0,564903962	Ovary	-0,624994707	0,001429721	0,286520899	23	-1,532922624	FALSE
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	K2013_HUMAN	KIAA2013	"BIRC2;BIRC3;XIAP"	-0,457304517	0,024709209	0,002017763	-0,464826099	-	0,579682112	Central Nervous System	-0,329186069	0,029114903	0,17728409	44	-1,084352179	FALSE
