ID	drug_name	GDSC	y_id	x_id	n	beta	pval	fdr	nc_beta	nc_pval	nc_fdr	r2	target	ppi	skew	cancer_gene	UniprotID_inString
2293	AMG900	GDSC2	"2293;AMG900;GDSC2"	SPN	61	1,398757265	1,54297E-05	0,079200754	0,67154098	0,001368895	0,068626177	0,574973486	"AURKA;AURKB;AURKC"	-	-1,069289354	FALSE	P16150
428	Pemetrexed	GDSC1	"428;Pemetrexed;GDSC1"	PYGO2	65	1,093978727	0,000124283	0,080144072	0,807799546	0,006576744	0,13653215	0,692758139	TYMS	3	-1,075229656	FALSE	Q9BRQ0
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	UBE3C	81	1,021380987	0,001897872	0,041159447	0,715483823	0,02480036	0,104058654	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q15386
1218	JQ1	GDSC1	"1218;JQ1;GDSC1"	EEF2K	85	0,984401462	6,71483E-06	0,036609274	0,701626633	0,00037682	0,342403564	0,490029921	"BRD2;BRD3;BRD4;BRDT"	-	-1,589617527	FALSE	O00418
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	CAMK4	107	0,981335743	0,001455225	0,075885888	0,380968746	0,218905265	0,519665328	0,462995294	BCL2L1	3	-1,109626773	FALSE	Q16566
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	OASL	65	0,928070343	0,007132024	0,082198836	0,695768108	0,040811365	0,148634991	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q15646
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	LRCH1	79	0,915392286	0,000483482	0,019279285	0,518191726	0,042478641	0,152778464	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9Y2L9
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	PRPF39	72	0,871091634	2,9173E-05	0,039850336	0,948519205	1,89556E-05	0,000162851	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q86UA1
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SF3B1	903	0,863488056	4,06745E-05	0,037420563	1,424177532	4,19006E-10	3,40135E-08	0,591585105	BRAF	3	-1,457742709	TRUE	O75533
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	LRCH1	79	0,832886149	0,000103	0,024404639	0,555641533	0,007465439	0,04466195	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q9Y2L9
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	AP1M2	222	0,817225401	5,753E-05	0,008494232	0,748645399	5,16278E-05	0,000959328	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9Y6Q5
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	ANXA5	548	0,133598779	0,029273659	0,428496758	0,168043443	3,29692E-06	0,000724635	0,423624682	BCL2L1	2	-1,211283537	FALSE	P08758
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	PLCG2	130	0,772724824	4,7065E-06	0,005211035	0,399271057	0,001350888	0,029303133	0,462995294	BCL2L1	3	-1,109626773	FALSE	P16885
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	BST1	70	0,762744932	0,00105096	0,063935301	0,58527317	0,000668531	0,018625167	0,462995294	BCL2L1	3	-1,109626773	FALSE	Q10588
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	PLXDC2	114	0,750124226	2,92798E-05	0,01246868	0,444864367	0,002581005	0,043964435	0,462995294	BCL2L1	-	-1,109626773	FALSE	Q6UX71
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	CNOT7	115	0,808714781	7,73995E-05	0,083412051	0,50560554	0,011695454	0,129423041	0,423624682	BCL2L1	2	-1,211283537	FALSE	Q9UIV1
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	PREX1	103	0,735649588	0,000613733	0,049995683	0,147534811	0,531096123	0,783204086	0,462995294	BCL2L1	3	-1,109626773	FALSE	not found
2309	AC220	GDSC2	"2309;AC220;GDSC2"	SBNO1	67	0,7353981	7,02956E-05	0,025925449	0,61520653	0,000279133	0,077695882	0,505922345	FLT3	-	-1,284486656	FALSE	A3KN83
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	EML1	68	0,716702397	0,000749947	0,025289891	0,508920874	0,015224616	0,074593792	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	O00423
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PSTPIP2	66	0,709249513	0,005633625	0,073103304	0,84485965	0,000536736	0,005760687	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9H939
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	DCTN5	67	0,701070278	2,09612E-05	0,015541252	0,652772572	3,20543E-05	0,043541961	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	Q9BTE1
295	NVP-BHG712	GDSC1	"295;NVP-BHG712;GDSC1"	OAS2	78	0,696234951	2,84574E-05	0,07774568	0,533101393	0,000445655	0,047638909	0,591987736	EPHB4	3	-1,02145593	FALSE	P29728
1013	Nilotinib	GDSC2	"1013;Nilotinib;GDSC2"	RMND1	114	0,69500141	1,61758E-05	0,030367304	0,187185069	0,19049371	0,525235425	0,545230898	ABL1	-	-1,112899376	FALSE	Q9NWS8
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	NUP93	903	0,694882194	3,06898E-05	0,037420563	0,954605889	6,09827E-08	2,49352E-06	0,591585105	BRAF	3	-1,457742709	TRUE	Q8N1F7
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	CBX2	100	0,68641057	1,86637E-06	0,004843225	0,601016926	1,6605E-06	0,004858491	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	Q14781
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	SGSH	112	0,682739878	5,59608E-05	0,060516015	0,392710733	0,098289569	0,245021529	0,495096161	BRAF	4	-1,809260826	FALSE	P51688
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	SFPQ	915	0,677313377	7,69696E-05	0,025064938	0,215129035	0,139552904	0,422676273	0,462995294	BCL2L1	3	-1,109626773	FALSE	P23246
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	HNRNPK	915	0,649713922	0,000227087	0,034082428	0,222867439	0,14885704	0,432967958	0,462995294	BCL2L1	3	-1,109626773	FALSE	P61978
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SF3B6	903	0,649196112	0,000166329	0,076511148	1,250652867	1,30451E-11	1,63657E-09	0,591585105	BRAF	3	-1,457742709	FALSE	Q9Y3B4
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	GPC6	164	0,640783848	0,000102814	0,069161259	0,338671657	0,054556754	0,162716597	0,495096161	BRAF	3	-1,809260826	FALSE	Q9Y625
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	LZTS1	76	0,636731286	0,138633423	0,68801535	-1,465056787	3,00061E-05	0,000393793	0,495096161	BRAF	-	-1,809260826	FALSE	Q9Y250
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	SMAD4	373	0,624475217	4,28862E-05	0,007904002	0,478592572	0,000474087	0,005211142	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	TRUE	Q13485
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	GLA	479	0,313372552	0,000112806	0,083412051	0,296701573	2,61211E-05	0,002607087	0,423624682	BCL2L1	2	-1,211283537	FALSE	P06280
1013	Nilotinib	GDSC2	"1013;Nilotinib;GDSC2"	CPSF3	904	0,618638268	9,84285E-07	0,005438172	0,583961154	4,84426E-07	0,000824003	0,545230898	ABL1	3	-1,112899376	FALSE	Q9UKF6
1966	KIT_6754	GDSC2	"1966;KIT_6754;GDSC2"	QSER1	69	0,618498675	1,01297E-05	0,024666144	0,207512995	0,128555383	0,577753714	0,628196747	KIT	-	-1,003734036	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PLEKHA7	207	0,608229975	0,000379338	0,017269373	0,39893676	0,011760772	0,061423613	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q6IQ23
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	PRKAB1	99	0,607558401	0,000144745	0,075304878	0,436853464	0,003390447	0,052110316	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	Q9Y478
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	SRSF1	906	0,603478984	1,33513E-07	0,000414779	0,450386678	5,58437E-06	0,001469487	0,624177437	MET	3	-1,306810675	FALSE	Q07955
1989	Imatinib	GDSC2	"1989;Imatinib;GDSC2"	RMND1	82	0,599932127	3,31074E-07	0,001757673	0,205898472	0,044320518	0,445639447	0,67244947	KIT	-	-1,802954079	FALSE	Q9NWS8
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	SMAD4	372	0,599099655	1,3804E-06	0,007548023	0,459950673	2,92044E-05	0,000648275	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	TRUE	Q13485
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	SNRPA1	915	0,595103156	0,001451343	0,075885888	0,313066128	0,058177557	0,268696332	0,462995294	BCL2L1	3	-1,109626773	FALSE	P09661
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SNRNP200	903	0,5894038	0,000729766	0,13201947	1,007819664	4,55457E-08	1,94893E-06	0,591585105	BRAF	3	-1,457742709	FALSE	O75643
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	U2SURP	903	0,588618637	0,000204734	0,080723601	1,340810452	6,90286E-16	2,4256E-13	0,591585105	BRAF	3	-1,457742709	FALSE	O15042
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	DHRS3	87	0,587984769	0,003420184	0,091866103	0,554965091	0,004598105	0,031625708	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	O75911
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	PRPF40A	903	0,587433887	0,000368851	0,107161067	1,161481441	4,85241E-11	5,05384E-09	0,591585105	BRAF	3	-1,457742709	FALSE	O75400
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	RBM25	903	0,586926531	0,000194769	0,080723601	1,078332969	3,73788E-11	4,12662E-09	0,591585105	BRAF	3	-1,457742709	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	QSER1	82	0,581720424	0,0057947	0,073888359	0,389116671	0,058492829	0,191259375	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	not found
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	CHERP	902	0,580544036	0,000128387	0,070869669	1,090750531	1,03885E-12	1,78959E-10	0,591585105	BRAF	3	-1,457742709	FALSE	Q8IWX8
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SON	903	0,579748349	2,63689E-05	0,037420563	1,007761621	2,63262E-13	5,38224E-11	0,591585105	BRAF	-	-1,457742709	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL31	855	0,575131939	0,000174115	0,013314067	0,67048108	5,8871E-06	0,000190768	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62899
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	SF3B1	906	0,572042541	0,000117753	0,009164824	0,52714102	0,000119559	0,010994682	0,624177437	MET	3	-1,306810675	TRUE	O75533
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPLP0	855	0,571458851	0,000141608	0,012682033	0,655271653	7,09455E-06	0,000219258	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P05388
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SF3B2	903	0,565380908	0,001162613	0,1500354	0,814985486	1,89871E-05	0,000325492	0,591585105	BRAF	3	-1,457742709	FALSE	Q13435
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RTRAF	855	0,563800877	3,61436E-05	0,007297243	0,698881607	9,21321E-08	8,67789E-06	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9Y224
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	PRPF40A	806	0,563027022	0,000998351	0,271300826	1,290553574	3,03675E-12	3,73175E-10	0,495096161	BRAF	3	-1,809260826	FALSE	O75400
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL8	855	0,562512233	0,000102996	0,011242522	0,542642929	9,17077E-05	0,001486645	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62917
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	SH2D4A	85	0,562179008	5,94085E-06	0,01009522	0,375619646	0,006571142	0,037702266	0,59266103	BRAF	-	-1,013673138	FALSE	Q9H788
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	SRSF1	915	0,560777197	0,001197482	0,06905479	0,085126863	0,57680064	0,812511029	0,462995294	BCL2L1	3	-1,109626773	FALSE	Q07955
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	SNRPD2	915	0,560341467	0,002052572	0,088773728	0,220641369	0,194259079	0,490386805	0,462995294	BCL2L1	3	-1,109626773	FALSE	P62316
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	IST1	844	0,560200714	1,98899E-05	0,006159549	0,733978419	8,10959E-10	2,46126E-07	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL10A	855	0,559716724	0,001544803	0,037675264	0,370582399	0,023224076	0,099420519	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62906
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	NONO	914	0,557329543	0,000746307	0,055087386	-0,064870309	0,620969892	0,835202155	0,462995294	BCL2L1	4	-1,109626773	FALSE	Q15233
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	GTPBP6	117	0,557082397	0,000954359	0,061522447	0,440675828	0,005575489	0,071781176	0,462995294	BCL2L1	-	-1,109626773	FALSE	O43824
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	PRPF39	71	0,555840289	0,003021462	0,447502987	0,836123661	9,21321E-05	0,000531457	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q86UA1
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL5	855	0,554150079	0,000244189	0,015159161	0,542038154	0,000157858	0,002258327	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P46777
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	LMNA	543	0,204904387	0,00089449	0,131369832	0,17683338	1,91403E-07	0,000198676	0,423624682	BCL2L1	2	-1,211283537	FALSE	not found
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	REEP4	61	0,552254841	0,00149523	0,038849726	0,444746149	0,004618444	0,081622418	0,624177437	MET	4	-1,306810675	FALSE	Q9H6H4
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	SIRT2	84	0,551531844	0,003199309	0,054961722	0,41646668	0,013769275	0,069201058	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q8IXJ6
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	ABHD6	73	0,550914645	0,002443934	0,048151893	0,339629687	0,004589272	0,081622418	0,624177437	MET	-	-1,306810675	FALSE	Q9BV23
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL9	855	0,549727319	0,000521745	0,020359229	0,617640847	5,60879E-05	0,001023928	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P32969
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	OXNAD1	74	0,549188112	0,00390233	0,097567052	0,377868162	0,02126035	0,097526503	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q96HP4
1021	Axitinib	GDSC1	"1021;Axitinib;GDSC1"	HMGCR	104	0,549002931	1,68434E-05	0,092369294	0,283937359	0,022422122	0,206566249	0,479110836	"FLT1;KIT;PDGFRA;PDGFRB"	-	-1,14418703	FALSE	P04035
281	Alectinib	GDSC1	"281;Alectinib;GDSC1"	HCLS1	173	0,549001135	0,000250987	0,303044395	0,607808286	8,03008E-08	0,000438523	0,576764026	ALK	3	-2,794099108	FALSE	P14317
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SF3B3	903	0,548899866	0,000581471	0,118878575	1,091543417	2,43351E-10	2,06661E-08	0,591585105	BRAF	3	-1,457742709	FALSE	Q15393
2309	AC220	GDSC2	"2309;AC220;GDSC2"	CRYZL1	145	0,54788351	1,00217E-05	0,008438057	0,499812321	2,65702E-05	0,029770565	0,505922345	FLT3	-	-1,284486656	FALSE	O95825
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL27A	855	0,546900753	0,000230487	0,014641283	0,521988951	0,000333978	0,003932164	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P46776
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	CSNK2A1	61	0,544630441	2,57177E-07	0,001404189	0,365488829	0,001579785	0,021080995	0,478297597	LIMK1	3	-1,025271073	FALSE	P68400
1021	Axitinib	GDSC1	"1021;Axitinib;GDSC1"	RMND1	109	0,543993587	3,5243E-05	0,096636427	0,252863163	0,016522908	0,180739415	0,479110836	"FLT1;KIT;PDGFRA;PDGFRB"	-	-1,14418703	FALSE	Q9NWS8
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	RBM47	339	0,542271342	4,12391E-05	0,01630711	0,468754948	6,82744E-06	0,000950341	0,462995294	BCL2L1	-	-1,109626773	FALSE	A0AV96
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL34	855	0,54187515	5,1418E-05	0,007904002	0,484469168	0,000215104	0,002845306	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P49207
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	RPL12	563	0,485837673	0,000762689	0,131369832	0,630887659	3,0843E-06	0,000724635	0,423624682	BCL2L1	2	-1,211283537	FALSE	P30050
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL10	854	0,540490809	1,44248E-06	0,001265481	0,5673624	1,56935E-07	1,24252E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P27635
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CFAP20	292	0,536666323	0,003448837	0,057617729	0,430960557	0,017454846	0,082061809	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9Y6A4
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ZNF516	74	0,536603362	0,000437441	0,060237113	0,255761139	0,062201484	0,554436708	0,505922345	FLT3	-	-1,284486656	FALSE	Q92618
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PDSS2	186	0,534484909	0,009295342	0,095631741	0,507390454	0,005161108	0,033394176	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q86YH6
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	HSD17B7	151	0,533684395	0,009731337	0,098197027	0,462583414	0,013038289	0,066444194	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P56937
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	EFTUD2	903	0,531271009	0,001915771	0,173361577	1,098155765	8,72524E-10	6,33728E-08	0,591585105	BRAF	3	-1,457742709	FALSE	Q15029
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	ABCC3	102	0,527941527	0,000325385	0,099338213	0,271107035	0,045672112	0,268446501	0,423624682	BCL2L1	4	-1,211283537	FALSE	not found
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	SNRNP200	906	0,527589011	1,75417E-05	0,002692647	0,453701764	4,10088E-05	0,005270104	0,624177437	MET	3	-1,306810675	FALSE	O75643
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	RPL13	563	0,458690942	0,00046892	0,121684804	0,59225132	2,20281E-06	0,000571629	0,423624682	BCL2L1	2	-1,211283537	FALSE	P26373
295	NVP-BHG712	GDSC1	"295;NVP-BHG712;GDSC1"	DNAJB6	235	0,524253063	7,93657E-06	0,04336541	0,316279016	0,006495889	0,146332505	0,591987736	EPHB4	3	-1,02145593	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL23	855	0,522904298	0,000565094	0,021290387	0,553870236	0,000157913	0,002258327	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62829
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	SNRNP200	806	0,522277638	0,003833885	0,417616551	1,001104306	2,29155E-07	7,16207E-06	0,495096161	BRAF	3	-1,809260826	FALSE	O75643
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	CPSF2	902	0,522220298	0,000147296	0,073915726	0,777323856	1,27525E-07	4,48368E-06	0,591585105	BRAF	3	-1,457742709	FALSE	Q9P2I0
1013	Nilotinib	GDSC2	"1013;Nilotinib;GDSC2"	CPSF2	903	0,52142237	4,73353E-05	0,043587917	0,506812513	2,62065E-05	0,004846327	0,545230898	ABL1	3	-1,112899376	FALSE	Q9P2I0
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	RPL23	563	0,48130032	0,000234149	0,086802262	0,603346796	1,29291E-06	0,000394717	0,423624682	BCL2L1	2	-1,211283537	FALSE	P62829
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	RMND1	110	0,519024228	1,25369E-05	0,02292992	0,279904556	0,007554907	0,186728717	0,571698101	ABL1	-	-3,336125709	FALSE	Q9NWS8
2309	AC220	GDSC2	"2309;AC220;GDSC2"	SNRPE	559	0,517075747	1,67302E-05	0,009647722	0,44870032	0,000138163	0,064129639	0,505922345	FLT3	4	-1,284486656	FALSE	P62304
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL14	855	0,51584149	0,000211858	0,014233388	0,535523109	5,15543E-05	0,000959328	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	not found
249	Cabozantinib	GDSC1	"249;Cabozantinib;GDSC1"	OAS2	78	0,514977589	3,86947E-06	0,010332043	0,42045727	1,81213E-05	0,016499468	0,473096974	"AXL;FLT1;FLT3;FLT4;KIT;MET;RET;TEK"	-	-1,086285233	FALSE	P29728
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	GCFC2	154	0,51368149	0,000179532	0,082090993	0,488644171	0,000496849	0,069008903	0,571698101	ABL1	3	-3,336125709	FALSE	P16383
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	RMND1	83	0,511883222	4,86226E-06	0,008411704	0,189194741	0,047510681	0,622921992	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	Q9NWS8
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ZNF48	70	0,510434355	0,001713059	0,095406519	0,233262344	0,108864768	0,638427283	0,505922345	FLT3	-	-1,284486656	FALSE	Q96MX3
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	KIAA1522	438	0,507872419	0,000981574	0,029105679	0,137280554	0,297093657	0,538568146	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9P206
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	RPL10A	915	0,507412956	0,000611524	0,049995683	0,692381934	2,32699E-07	0,000132712	0,462995294	BCL2L1	3	-1,109626773	FALSE	P62906
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL17	855	0,505044834	0,000261222	0,015511465	0,472311264	0,000336641	0,003954992	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P18621
1966	KIT_6754	GDSC2	"1966;KIT_6754;GDSC2"	RMND1	81	0,504432869	2,35564E-06	0,012484906	0,206364099	0,028446693	0,375534076	0,628196747	KIT	-	-1,003734036	FALSE	Q9NWS8
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PCBP1	855	0,503917418	3,13253E-05	0,007297243	0,681538901	1,9738E-10	8,29453E-08	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q15365
2309	AC220	GDSC2	"2309;AC220;GDSC2"	GPATCH11	198	0,502522859	5,4545E-06	0,008438057	0,272228364	0,004250439	0,229789338	0,505922345	FLT3	-	-1,284486656	FALSE	not found
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	RPL23A	563	0,540575648	9,82181E-05	0,083412051	0,636227997	1,12238E-06	0,000366972	0,423624682	BCL2L1	2	-1,211283537	FALSE	P62750
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPS4X	855	0,499378501	0,000149079	0,012927276	0,434235133	0,000523619	0,005653224	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62701
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	BRAT1	400	0,496918582	0,00026488	0,015559578	0,480702936	0,000400801	0,004505298	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q6PJG6
428	Pemetrexed	GDSC1	"428;Pemetrexed;GDSC1"	SARM1	232	0,49608873	0,000148076	0,080494232	0,304775463	0,011851178	0,179952528	0,692758139	TYMS	5+	-1,075229656	FALSE	Q6SZW1
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	VPS26A	677	0,495954687	4,43795E-05	0,007904002	0,368149146	0,001401873	0,012233918	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	O75436
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	SETD1A	233	0,493812538	0,000467125	0,160714585	0,602280853	2,95712E-05	0,000471452	0,507920431	EGFR	3	-1,179659171	FALSE	O15047
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	EXOSC6	902	0,493551377	1,73482E-05	0,037420563	0,451870358	0,000442407	0,004416075	0,591585105	BRAF	3	-1,457742709	FALSE	Q5RKV6
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ERO1B	72	0,492747146	0,001524672	0,086011402	0,197157496	0,098922242	0,620595811	0,505922345	FLT3	-	-1,284486656	FALSE	Q86YB8
1009	Tretinoin	GDSC1	"1009;Tretinoin;GDSC1"	GPX2	63	0,490664309	1,64818E-05	0,090254534	0,231939721	0,016189492	0,616331451	0,52063966	RARA	3	-1,435720464	FALSE	P18283
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	AP1M2	224	0,490470543	0,001313521	0,058871596	0,438705047	0,001489776	0,013806938	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q9Y6Q5
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPS6	855	0,487106051	0,000394812	0,017392175	0,464069647	0,000367954	0,004214111	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62753
