ID	drug_name	GDSC	y_id	x_id	n	beta	pval	fdr	nc_beta	nc_pval	nc_fdr	r2	target	ppi	skew	cancer_gene	UniprotID_inString
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	ZC3H15	836	0,272818445	0,001369871	0,035311927	0,416310233	2,11677E-07	1,5841E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q8WU90
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RDX	794	0,27261958	0,001898624	0,041159447	0,141715778	0,039703089	0,146059242	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P35241
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	NIT2	842	0,272451494	0,004828932	0,066897198	0,196344698	0,010989249	0,058229164	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9NQR4
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	ABCE1	825	0,272185487	0,007040375	0,082182838	0,280209967	0,002355317	0,01842171	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P61221
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PCBP2	844	-0,17059043	0,000776736	0,086360361	-0,145799497	0,001788255	0,026473944	0,744347309			-2,270858152	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RANBP3	780	0,271806673	0,001196516	0,032423855	0,408019656	1,30562E-07	1,13216E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9H6Z4
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	RPL10	854	0,271690733	0,001304703	0,058871596	0,313156069	0,000112277	0,001821759	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	P27635
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	SNRNP200	860	0,271526127	0,020228078	0,343460653	0,490566955	6,04276E-05	0,000946237	0,499462315	BRAF	3	-1,228927954	FALSE	O75643
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CCDC6	725	0,27130416	0,009678035	0,098178557	0,107866673	0,230499063	0,463970663	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q16204
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PDIA4	844	0,056998239	0,277508798	0,657333884	0,166572473	2,57501E-06	0,000400819	0,744347309			-2,270858152	FALSE	P13667
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	DLAT	879	0,271050513	0,000480328	0,082361222	0,179985446	0,000361416	0,016254825	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	P10515
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	FOXK2	408	0,270887185	4,62131E-05	0,023984608	0,159537201	0,008332206	0,409146152	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	Q01167
416	CAY10566	GDSC1	"416;CAY10566;GDSC1"	STOML2	843	0,270775144	0,000192212	0,065436203	0,119069086	0,024631788	0,233206535	0,575316205	SCD5	5+	-2,15095469	FALSE	Q9UJZ1
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	OTUB1	851	0,270617668	0,00087009	0,02747574	0,30866421	4,93019E-05	0,00093196	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q96FW1
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ZNF706	373	0,270568391	3,69984E-05	0,017456535	0,202557549	0,000344317	0,077695882	0,505922345	FLT3	-	-1,284486656	FALSE	Q9Y5V0
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	GFPT1	825	0,270513346	0,000335254	0,016802698	0,286458794	7,10391E-06	0,000219258	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q06210
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	CAND1	853	0,270477932	0,00021012	0,027609248	0,377075695	6,16609E-09	1,34865E-06	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	not found
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	TRIM25	837	0,270324619	0,000332417	0,03554344	0,068382641	0,272272697	0,51161069	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q14258
416	CAY10566	GDSC1	"416;CAY10566;GDSC1"	TRPM4	230	0,270211123	0,000394562	0,081652587	0,038972776	0,516973326	0,798822005	0,575316205	SCD5	-	-2,15095469	FALSE	Q8TD43
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	ATL2	780	0,269926394	0,014631003	0,490799331	0,485655461	1,0405E-05	0,00016645	0,495096161	BRAF	-	-1,809260826	FALSE	Q8NHH9
226	GSK1070916	GDSC1	"226;GSK1070916;GDSC1"	HSPA5	809	0,269506829	0,013459645	0,748854006	0,444866311	9,71317E-08	0,000525482	0,687963558	"AURKA;AURKC"	-	-1,245450739	FALSE	P11021
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	NDUFS6	913	0,269481518	0,000204856	0,033355433	0,237675353	0,000790237	0,020347693	0,462995294	BCL2L1	3	-1,109626773	FALSE	O75380
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PPP1R13L	501	0,2693936	0,006960861	0,081778892	0,040957383	0,638081486	0,816099889	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q8WUF5
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	CCAR1	903	0,269265152	0,060658381	0,533967666	0,600448551	7,27847E-05	0,000970463	0,591585105	BRAF	3	-1,457742709	TRUE	Q8IX12
1497	AZD4547	GDSC1	"1497;AZD4547;GDSC1"	PTCD3	816	0,269116551	0,000884809	0,245675722	0,396866621	1,43705E-07	8,65424E-05	0,510779481	"FGFR1;FGFR2;FGFR3"	-	-2,168172413	FALSE	Q96EY7
1428	IAP_5620	GDSC1	"1428;IAP_5620;GDSC1"	GRB2	847	0,269085188	0,001034682	0,169356248	0,312416339	5,15921E-06	0,00038437	0,407189898	"BIRC2;BIRC3;XIAP"	-	-2,242782735	FALSE	P62993
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	CHST14	338	0,269021474	0,000369075	0,036540673	0,357652475	2,2712E-06	7,56748E-05	0,59266103	BRAF	3	-1,013673138	FALSE	Q8NCH0
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRTO4	905	0,26898933	7,93895E-05	0,019959236	0,149795824	0,047290148	0,154222765	0,59266103	BRAF	3	-1,013673138	FALSE	Q9UKD2
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	APRT	845	0,268921104	0,000403626	0,017392175	0,329894171	2,52979E-07	1,77182E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P07741
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	NUP153	906	0,268817647	0,002916089	0,051360287	0,195483846	0,005954125	0,093002666	0,624177437	MET	3	-1,306810675	FALSE	P49790
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	PNPT1	879	0,268796334	0,000468304	0,082361222	0,23236399	9,9727E-05	0,007968725	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	Q8TCS8
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRPS23	906	0,268781218	3,00656E-05	0,013934683	0,22854821	0,001178981	0,01079626	0,59266103	BRAF	3	-1,013673138	FALSE	Q9Y3D9
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CNOT1	834	0,268735894	0,017784475	0,135443679	0,441433944	4,12021E-05	0,000822625	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	TRUE	A5YKK6
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	GAR1	906	0,26856567	0,000551381	0,021013336	0,232143826	0,001419352	0,042859769	0,624177437	MET	3	-1,306810675	FALSE	Q9NY12
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	RPL6	877	0,268469092	0,012209655	0,681701696	0,493998195	1,32422E-05	9,48592E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q02878
2309	AC220	GDSC2	"2309;AC220;GDSC2"	PSMB3	562	0,268431474	0,000105206	0,030334282	0,207232738	0,002039166	0,166956292	0,505922345	FLT3	3	-1,284486656	FALSE	P49720
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	COX7A2	913	0,268400868	5,83158E-05	0,021522423	0,239001745	0,000281329	0,010382897	0,462995294	BCL2L1	3	-1,109626773	FALSE	P14406
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	NDUFV1	906	0,268298643	6,16536E-06	0,01009522	0,131100034	0,054846394	0,17295063	0,59266103	BRAF	3	-1,013673138	FALSE	P49821
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	RPL10A	877	0,268254757	0,02148823	0,734371985	0,552085675	5,43735E-06	4,31836E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P62906
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	SRP54	850	0,268102393	0,001363698	0,059653615	0,219561022	0,006428771	0,040128445	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	P61011
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	MTIF2	847	0,267984724	8,99448E-05	0,075304878	0,269454868	2,15427E-06	0,000985038	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	P46199
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	DCUN1D1	638	0,267953551	0,001608341	0,065143781	0,244845062	0,002659748	0,020925906	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q96GG9
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	FARSA	839	0,267946041	0,005467479	0,071456553	0,389904848	1,76749E-05	0,000417838	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9Y285
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	RRBP1	912	0,267907284	0,0022101	0,091356407	0,190263746	6,52037E-05	0,003966675	0,462995294	BCL2L1	-	-1,109626773	FALSE	Q9P2E9
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	SYMPK	851	0,267899879	0,001498904	0,038849726	0,241129215	0,003150102	0,069352447	0,624177437	MET	3	-1,306810675	FALSE	Q92797
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	TFAM	904	0,26781767	0,000292112	0,015035142	0,112576461	0,04087204	0,26991637	0,624177437	MET	4	-1,306810675	FALSE	Q00059
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	LUC7L2	845	0,267298618	0,003822456	0,097262394	0,372965865	2,63006E-06	0,00010978	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q9Y383
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	YWHAE	855	0,267273905	0,002881592	0,052853903	0,404671018	2,40509E-07	1,77085E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P62258
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	SF3B4	906	0,267272469	0,00282624	0,050907791	0,27169425	0,001486426	0,043691425	0,624177437	MET	3	-1,306810675	FALSE	Q15427
37	Crizotinib	GDSC1	"37;Crizotinib;GDSC1"	MLLT1	123	0,267233143	0,003386352	0,086279929	0,211491935	0,015404268	0,150892519	0,484467073	"ALK;MET;ROS1"	-	-1,395270561	FALSE	Q03111
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	STIP1	855	0,267208369	0,000940725	0,028592782	0,36400221	1,77002E-06	7,79809E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	TRUE	P31948
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	SEC31A	841	0,267078307	0,000329909	0,03554344	0,234107296	0,000158942	0,00238108	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	TRUE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CAPNS1	851	0,267068434	0,000224309	0,014641283	0,110090124	0,099264391	0,271811005	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P04632
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	UAP1L1	354	0,266889078	0,003951067	0,098201965	0,218357325	0,007084736	0,043284176	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q3KQV9
2327	BIX-02188	GDSC2	"2327;BIX-02188;GDSC2"	TPR	563	0,266765285	0,000149788	0,070672596	0,262834667	9,46689E-05	0,056540448	0,671646343	MAP2K5	3	-1,283342648	FALSE	P12270
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	ADRM1	810	0,266314972	0,010007761	0,099628066	0,339805373	0,000757009	0,007424667	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q16186
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	CCDC47	907	0,265785672	0,052154282	0,490533647	0,588735952	4,56238E-07	4,84928E-05	0,750148631	BCL2	-	-1,562840054	FALSE	Q96A33
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	MRPS23	879	0,265733178	9,18075E-05	0,075304878	0,299970113	1,90365E-06	0,000949573	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	Q9Y3D9
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	SNX6	827	0,265584393	0,002034076	0,328633518	0,472012251	4,00652E-08	8,50568E-07	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q9UNH7
1049	PD173074	GDSC1	"1049;PD173074;GDSC1"	SSBP1	879	0,265513349	0,000191865	0,075304878	0,231896244	2,46607E-05	0,00338283	0,404647142	"FGFR1;FGFR2;FGFR3"	-	-1,449051771	FALSE	Q04837
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	ATXN2L	853	0,265383127	0,007098693	0,082198836	0,438763346	2,11853E-06	8,98068E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q8WWM7
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CASP3	693	0,265350915	0,004235431	0,063219009	0,287182211	0,000250202	0,003171357	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P42574
1013	Nilotinib	GDSC2	"1013;Nilotinib;GDSC2"	UTP4	898	0,265297531	0,003319674	0,229264991	0,417457025	5,96563E-07	0,000824003	0,545230898	ABL1	-	-1,112899376	FALSE	Q969X6
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PDS5A	827	-0,202971792	0,000990913	0,090889284	-0,300000836	1,14421E-07	5,19472E-05	0,744347309			-2,270858152	FALSE	Q29RF7
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	MRPL27	900	0,265084242	0,00027484	0,014852059	0,197308469	0,004514527	0,081622418	0,624177437	MET	3	-1,306810675	FALSE	Q9P0M9
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	PA2G4	855	0,264916384	0,002058458	0,042700945	0,375012593	1,38992E-06	6,54578E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9UQ80
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRPS16	896	0,264743685	0,000116523	0,022901521	0,237727212	0,001678244	0,014280566	0,59266103	BRAF	3	-1,013673138	FALSE	Q9Y3D3
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	MKI67	703	0,264662365	2,70549E-05	0,071817323	0,114125321	0,066269443	0,183432989	0,507920431	EGFR	3	-1,179659171	FALSE	P46013
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRPS22	905	0,264176433	0,000597344	0,050829419	0,147847118	0,07428503	0,21288627	0,59266103	BRAF	3	-1,013673138	FALSE	P82650
56	WH-4-023	GDSC1	"56;WH-4-023;GDSC1"	NDUFA6	365	0,26403525	0,000979581	0,259588844	0,390473305	2,95258E-07	8,2846E-05	0,443693346	"LCK;SRC"	-	-1,195719809	FALSE	P56556
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	CUX1	531	0,263887842	6,9594E-05	0,032835733	0,226773	3,35584E-05	0,043541961	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	TRUE	P39880
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	EIF5B	849	0,263604652	0,004166185	0,062576181	0,356162754	4,17181E-05	0,00082875	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	O60841
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	BAG3	650	0,263533935	0,004748609	0,066177674	0,123787136	0,158087667	0,371064867	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	O95817
416	CAY10566	GDSC1	"416;CAY10566;GDSC1"	SLC25A4	520	0,263482898	2,63751E-05	0,051716595	0,18686421	0,000404907	0,041613694	0,575316205	SCD5	4	-2,15095469	FALSE	P12235
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	ERLIN2	903	0,263439007	0,003365032	0,114512333	0,25685285	7,41733E-06	0,000958236	0,462995294	BCL2L1	3	-1,109626773	FALSE	O94905
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	ARHGAP1	827	0,263399011	0,000483479	0,040547905	0,152302786	0,010469727	0,057652031	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q07960
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	PTBP1	903	0,263307255	0,086069804	0,568910076	0,951544599	2,88725E-09	1,85321E-07	0,591585105	BRAF	3	-1,457742709	FALSE	P26599
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	DKC1	906	0,263274425	0,001879392	0,041936971	0,212805871	0,004638524	0,08163212	0,624177437	MET	3	-1,306810675	FALSE	O60832
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	PALM	178	0,263052559	0,000224691	0,077743176	0,20625194	0,000984134	0,204296835	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	O75781
249	Cabozantinib	GDSC1	"249;Cabozantinib;GDSC1"	SMARCC1	832	0,263010135	5,67383E-06	0,010332043	0,214286404	5,91481E-06	0,006462524	0,473096974	"AXL;FLT1;FLT3;FLT4;KIT;MET;RET;TEK"	-	-1,086285233	FALSE	Q92922
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRPL17	907	0,26251086	0,000334093	0,035535937	0,23937407	0,003577452	0,024488718	0,59266103	BRAF	3	-1,013673138	FALSE	Q9NRX2
1428	IAP_5620	GDSC1	"1428;IAP_5620;GDSC1"	NUCKS1	814	0,262412449	7,37983E-05	0,109239536	0,306961405	4,80897E-07	8,01683E-05	0,407189898	"BIRC2;BIRC3;XIAP"	-	-2,242782735	FALSE	Q9H1E3
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PHF14	706	-0,161912888	0,00097932	0,090889284	-0,168836478	0,000620575	0,01352358	0,744347309			-2,270858152	FALSE	O94880
1078	Imatinib	GDSC2	"1078;Imatinib;GDSC2"	MAD1L1	553	0,262269506	0,000103708	0,044853657	0,240325174	0,000251432	0,093209512	0,584780651	"ABL1;KIT;PDGFRA"	-	-1,969494299	FALSE	Q9Y6D9
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	RPL37A	838	0,262094241	0,01002913	0,099628066	0,1394794	0,162499499	0,378530084	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P61513
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	SSR1	907	0,261987505	0,014149553	0,379633879	0,474748265	1,57967E-09	6,78899E-07	0,750148631	BCL2	3	-1,562840054	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	FEN1	851	0,261589797	0,00359201	0,059153724	0,381835263	2,28761E-06	9,46757E-05	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P39748
119	Lapatinib	GDSC1	"119;Lapatinib;GDSC1"	DPYSL5	91	0,261535357	9,87768E-05	0,235681354	0,232823082	3,60315E-06	0,00095138	0,48578824	"EGFR;ERBB2"	-	-1,952233238	FALSE	Q9BPU6
2323	A-1155463	GDSC2	"2323;A-1155463;GDSC2"	P3H1	503	0,261475085	0,002756214	0,175536291	0,235016085	6,60623E-07	0,000298719	0,423624682	BCL2L1	-	-1,211283537	FALSE	Q32P28
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	GSTP1	765	0,261341294	7,23901E-06	0,003595153	0,198447179	2,52307E-05	0,000560307	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P09211
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	PCBP2	855	0,261318164	0,004756175	0,106783797	0,437036303	1,27827E-07	1,18468E-05	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	not found
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	ECI1	859	0,2613051	6,39096E-06	0,021598143	0,140041187	0,000540802	0,069008903	0,571698101	ABL1	5+	-3,336125709	FALSE	P42126
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	SRP72	846	0,261206399	0,01610258	0,571370653	0,530613173	2,22877E-06	2,61331E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	O76094
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PPIB	844	0,160377807	0,001454307	0,113186621	0,231484818	2,46067E-10	3,35143E-07	0,744347309			-2,270858152	FALSE	P23284
1997	WEHI-539	GDSC2	"1997;WEHI-539;GDSC2"	FLOT1	904	0,260852116	0,000289852	0,037316753	0,15162251	0,011805193	0,110625716	0,462995294	BCL2L1	3	-1,109626773	FALSE	O75955
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	SEC16A	850	0,260393393	0,000956844	0,051738755	0,091461694	0,140943242	0,349170353	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	O15027
249	Cabozantinib	GDSC1	"249;Cabozantinib;GDSC1"	CTBP2	722	0,260379331	7,77482E-05	0,06177502	0,197193552	0,000451374	0,072369388	0,473096974	"AXL;FLT1;FLT3;FLT4;KIT;MET;RET;TEK"	-	-1,086285233	FALSE	P56545
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	MTX1	898	0,260374969	8,8656E-05	0,007422925	0,246564082	0,000105346	0,010395422	0,624177437	MET	3	-1,306810675	FALSE	Q13505
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	PES1	907	0,260237022	0,000358636	0,036540673	0,022341755	0,769228459	0,88934001	0,59266103	BRAF	3	-1,013673138	FALSE	O00541
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	TES	623	0,260183853	0,003918303	0,061687869	0,107035147	0,135979256	0,334321464	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q9UGI8
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	MRPS16	896	0,260163797	0,013304318	0,375987665	0,426055723	3,08848E-05	0,000854838	0,750148631	BCL2	3	-1,562840054	FALSE	Q9Y3D3
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	GCN1	853	0,259924754	0,008901885	0,094605374	0,328368319	0,000232328	0,003021919	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	not found
277	Linifanib	GDSC1	"277;Linifanib;GDSC1"	RREB1	307	0,259762108	6,84177E-05	0,074753133	0,13734467	0,038001596	0,338972342	0,505940998	"CSF1R;FLT1;FLT3;FLT4;KDR;KIT"	-	-4,106193002	FALSE	Q92766
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	SDR39U1	528	0,259173929	0,000149706	0,074676056	0,233982985	0,000334046	0,061097102	0,571698101	ABL1	-	-3,336125709	FALSE	Q9NRG7
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	CCT5	855	0,259070055	0,004148296	0,062576181	0,384917925	7,25672E-06	0,000222716	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P48643
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ELF1	325	0,258983012	0,000217958	0,049220366	0,160680283	0,003579474	0,211116051	0,505922345	FLT3	3	-1,284486656	TRUE	P32519
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	PRKRA	841	0,258770988	0,001020964	0,052232093	0,289595562	7,29607E-06	0,000235708	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	O75569
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	MRPL58	906	0,258665531	0,000544214	0,047778529	0,228282702	0,005790627	0,034687621	0,59266103	BRAF	-	-1,013673138	FALSE	Q14197
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	SPR	759	0,258627834	0,001427823	0,060994814	0,245967532	1,44181E-05	0,000384577	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	P35270
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	FASN	855	0,258505521	0,000146815	0,012927276	0,250137207	1,7025E-05	0,000409726	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	P49327
2309	AC220	GDSC2	"2309;AC220;GDSC2"	PIN1	461	0,258396354	0,000621769	0,061668008	0,148486732	0,019945555	0,382965211	0,505922345	FLT3	3	-1,284486656	FALSE	Q13526
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	EIF6	907	0,258395032	0,015291347	0,388319855	0,382037532	3,90032E-05	0,00098746	0,750148631	BCL2	3	-1,562840054	FALSE	P56537
2309	AC220	GDSC2	"2309;AC220;GDSC2"	ABI2	309	0,258233987	0,000896475	0,069443383	0,094725772	0,134962563	0,656098791	0,505922345	FLT3	3	-1,284486656	FALSE	not found
119	Lapatinib	GDSC1	"119;Lapatinib;GDSC1"	VARS2	154	0,258035932	8,43646E-06	0,040258768	0,203340464	0,000252346	0,012287693	0,48578824	"EGFR;ERBB2"	-	-1,952233238	FALSE	Q5ST30
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	SNW1	806	0,257938377	0,119518895	0,6767179	1,166472685	7,74346E-13	1,04672E-10	0,495096161	BRAF	3	-1,809260826	FALSE	Q13573
1429	IAP_7638	GDSC1	"1429;IAP_7638;GDSC1"	DDX1	855	0,257731008	0,004164634	0,100185959	0,400170415	1,13324E-07	1,12664E-05	0,430331456	"BIRC2;BIRC3;XIAP"	-	-2,190857375	FALSE	Q92499
427	Ara-G	GDSC1	"427;Ara-G;GDSC1"	PPIH	842	-0,146076799	0,021407814	0,300073614	-0,292210536	3,90095E-07	0,000111855	0,744347309			-2,270858152	FALSE	O43447
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	S100A13	627	0,257560161	0,003887314	0,061687869	0,107045427	0,119079318	0,307724842	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	Q99584
1428	IAP_5620	GDSC1	"1428;IAP_5620;GDSC1"	PCBP2	856	0,257399223	0,015407632	0,28344608	0,445705436	2,5767E-06	0,000247137	0,407189898	"BIRC2;BIRC3;XIAP"	-	-2,242782735	FALSE	not found
1427	AZD5582	GDSC1	"1427;AZD5582;GDSC1"	KLC1	769	0,257398447	0,009912434	0,099360781	0,2767786	0,002111167	0,016979532	0,579682112	"BIRC2;BIRC3;XIAP"	-	-1,084352179	FALSE	not found
